Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
492,Chris Silva\silvach01,PF,25,MIN,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
492,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,0.533,0,0,,0.9,1.7,0.533,0.533,1.1,1.3,0.833,1.4,2.4,3.9,0.8,0,0.1,0.9,2.2,2.9
493,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0,0.1,0.1,0.2,0.7,1.9
494,Anfernee Simons\simonan01,SG,22,POR,50,23,29,5.8,13.3,0.439,2.9,7.3,0.392,3,6,0.497,0.547,1.6,1.8,0.888,0.5,2.2,2.7,3.7,0.5,0.1,1.9,1.9,16.1
495,Jericho Sims\simsje01,PF,23,NYK,17,0,6.5,0.5,0.6,0.727,0,0,,0.5,0.6,0.727,0.727,0.2,0.2,0.75,0.6,0.9,1.6,0.1,0.2,0.4,0.1,0.5,1.1
496,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9,0.3,3.3,0.1,0.3,2.3,0.143,0,1,0,0.15,0,0,,0,2,2,0.3,1,0.3,0,1.3,1
497,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,0.256,0.3,1.4,0.222,0.5,1.9,0.28,0.302,0.4,0.5,0.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
498,Marcus Smart\smartma01,PG,27,BOS,47,47,33,4,9.8,0.414,1.5,4.8,0.316,2.5,5,0.509,0.491,1.9,2.4,0.791,0.6,3.3,4,5.4,1.8,0.3,2.1,2.5,11.5
499,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,0.418,0.2,0.7,0.222,2,4.4,0.451,0.434,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
500,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2,5,0.395,0.3,0.7,0.4,1.7,4.3,0.394,0.422,0.3,0.5,0.632,0.3,1.2,1.5,2.6,0.5,0.3,1,0.9,4.5
501,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,0.46,0.3,1.3,0.231,1.9,3.4,0.551,0.493,1.4,1.8,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6
502,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0.5,0.5,1,0,0,0,0,1,0
503,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,0.371,0.6,2,0.32,0.3,0.6,0.545,0.495,0.1,0.1,1,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
504,Jaden Springer\sprinja01,SG,19,PHI,2,0,3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0.5,1,0,0,1,0.5,0,1
505,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
506,Nik Stauskas\stausni01,SG,28,MIA,2,0,12,1.5,4,0.375,1,2,0.5,0.5,2,0.25,0.5,1.5,2,0.75,0.5,1,1.5,0.5,0,0,0,0.5,5.5
507,Lance Stephenson\stephla01,SG-SF,31,TOT,26,1,17.1,3,6.7,0.451,0.5,2.1,0.259,2.5,4.6,0.538,0.491,1.3,1.6,0.786,0.4,2.5,2.9,3.7,0.4,0,1.6,1.9,7.8
507,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,0.385,0,0.5,0,0.8,1.7,0.5,0.385,0.2,0.3,0.5,0.2,2.3,2.5,1.8,0,0,0.7,1.3,1.8
507,Lance Stephenson\stephla01,SG,31,IND,20,1,18.8,3.7,8,0.456,0.7,2.6,0.275,3,5.5,0.541,0.5,1.6,2,0.8,0.5,2.6,3.1,4.3,0.5,0.1,1.9,2.1,9.6
508,Lamar Stevens\stevela01,PF,24,CLE,39,8,14.8,2.1,4.5,0.477,0.3,1.1,0.302,1.8,3.4,0.534,0.514,0.6,1,0.625,0.7,1.6,2.3,0.6,0.5,0.2,0.6,1.5,5.2
509,Isaiah Stewart\stewais01,C,20,DET,46,46,26,3.5,6.7,0.518,0.1,0.5,0.125,3.4,6.2,0.551,0.523,1,1.5,0.657,3,5.5,8.5,1.1,0.3,1.1,1.3,2.9,8
510,Max Strus\strusma01,SF,25,MIA,43,9,24.1,3.9,8.7,0.444,2.7,6.6,0.41,1.2,2.2,0.548,0.598,0.7,0.9,0.775,0.4,2.9,3.3,1.3,0.3,0.2,0.8,1.7,11.2
511,Jalen Suggs\suggsja01,PG,20,ORL,35,32,28,4.3,11.7,0.366,1,4.2,0.245,3.3,7.5,0.433,0.41,2.6,3.4,0.773,0.6,3.1,3.7,4.2,1.2,0.4,3.1,3,12.2
512,Craig Sword\swordcr01,SG,28,WAS,3,0,6.3,1,1.3,0.75,0,0.3,0,1,1,1,0.75,0,0,,0,0,0,0.3,1.3,0,0.3,2.3,2
513,Keifer Sykes\sykeske01,PG,28,IND,18,10,19.6,2.4,6.7,0.367,0.9,3.1,0.304,1.5,3.6,0.422,0.438,0.7,0.8,0.857,0.3,1.6,1.9,2.1,0.4,0.2,1.3,2,6.5
514,Jae'Sean Tate\tateja01,SF,26,HOU,52,51,27.3,4.8,9.7,0.5,0.8,2.6,0.301,4,7,0.574,0.541,1.9,2.7,0.7,1.7,3.9,5.6,3.1,1,0.6,1.9,3.7,12.3
515,Jayson Tatum\tatumja01,SF,23,BOS,52,52,36,8.9,20.7,0.431,2.8,8.4,0.328,6.2,12.3,0.501,0.497,5,5.9,0.84,1.2,7.2,8.4,4.1,1,0.7,2.9,2.4,25.5
516,Terry Taylor\taylote01,SG,22,IND,10,1,16.6,3.7,6.7,0.552,0.4,0.7,0.571,3.3,6,0.55,0.582,0.8,1,0.8,3.5,3.1,6.6,1.6,0.1,0.2,0.4,1.8,8.6
517,Garrett Temple\templga01,SG,35,NOP,50,16,19.7,2,5.2,0.382,1,3.2,0.319,1,2,0.48,0.479,0.6,0.8,0.718,0.5,2.1,2.6,1.3,0.8,0.4,0.8,1.5,5.6
518,Emanuel Terry\terryem01,PF,25,PHO,3,0,6,0,1.7,0,0,0,,0,1.7,0,0,0,0,,2.7,2.3,5,0.7,0.3,0,1.7,1.3,0
519,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0,0,0,0,0,0,0,0.5,1
520,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0,0.3,0,0,0,,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0
521,Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,0.469,0.9,3,0.291,2.3,3.8,0.61,0.534,1,1.5,0.675,1.2,3.8,5,0.8,0.4,0.7,1.2,2.4,8.4
522,Brodric Thomas\thomabr01,SG,25,BOS,7,0,4,0.1,1.3,0.111,0,0.9,0,0.1,0.4,0.333,0.111,0.3,0.3,1,0.3,0.4,0.7,0.7,0,0,0.4,0.1,0.6
523,Cam Thomas\thomaca02,SG,20,BRK,43,1,18.3,3.3,7.7,0.438,0.7,2.8,0.258,2.6,4.9,0.541,0.485,1.1,1.4,0.783,0.2,2.2,2.4,1.2,0.5,0.2,0.8,0.8,8.5
524,Isaiah Thomas\thomais02,PG,32,TOT,5,1,22.8,3,9.4,0.319,1,5,0.2,2,4.4,0.455,0.372,1.6,2.2,0.727,0.2,1.4,1.6,2,0,0.4,1,2.4,8.6
524,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3,9.8,0.308,1.3,5.5,0.227,1.8,4.3,0.412,0.372,2,2.8,0.727,0.3,1.8,2,1.5,0,0.5,1.3,3,9.3
524,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13,3,8,0.375,0,3,0,3,5,0.6,0.375,0,0,,0,0,0,4,0,0,0,0,6
525,Matt Thomas\thomama02,SG,27,CHI,32,0,13,1.6,3.8,0.413,1,2.6,0.402,0.5,1.2,0.436,0.55,0.4,0.5,0.765,0.1,1.3,1.4,0.6,0.2,0.1,0.2,0.5,4.6
526,Klay Thompson\thompkl01,SG,31,GSW,12,12,23.9,6,14.1,0.426,2.8,7.5,0.378,3.2,6.6,0.481,0.527,1.8,1.8,1,0.5,2.8,3.3,3,0.7,0.5,1.6,1.4,16.7
527,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5,0.503,0,0,1,2.5,5,0.5,0.507,1.1,2,0.533,2.4,3,5.4,0.6,0.4,0.4,1,1.7,6.2
528,JT Thor\thorjt01,PF,19,CHO,15,0,8.5,0.7,2.1,0.344,0.3,1.3,0.25,0.4,0.8,0.5,0.422,0.5,0.7,0.7,0.4,0.9,1.3,0.5,0.3,0.4,0.3,0.9,2.3
529,Matisse Thybulle\thybuma01,SG,24,PHI,39,24,26.5,2.3,4.6,0.503,0.8,2.4,0.316,1.6,2.2,0.709,0.586,0.3,0.5,0.684,0.5,1.8,2.3,1.1,1.7,1.1,0.6,2.2,5.8
530,Killian Tillie\tilliki02,C,23,MEM,32,3,13.3,1.3,3.6,0.362,0.8,2.4,0.338,0.5,1.2,0.41,0.474,0.2,0.3,0.625,0.6,1.1,1.7,0.6,0.7,0.4,0.3,1.7,3.6
531,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,39,0,13.1,1.8,3.9,0.451,0.2,0.9,0.2,1.6,3,0.525,0.474,0.8,1.2,0.646,1.2,1.8,3,1,1.1,0.4,0.7,1.3,4.5
532,Isaiah Todd\toddis01,PF,20,WAS,9,0,3.9,0.6,1.7,0.333,0.4,1.1,0.4,0.1,0.6,0.2,0.467,0.2,0.4,0.5,0.2,0.8,1,0.1,0.2,0.2,0.1,0.1,1.8
533,Obi Toppin\toppiob01,PF,23,NYK,50,2,15.5,2.9,5.6,0.523,0.4,1.7,0.238,2.5,3.9,0.646,0.559,1.3,1.7,0.75,0.9,2.7,3.6,0.9,0.3,0.4,0.7,1.4,7.5
534,Juan Toscano-Anderson\toscaju01,SF,28,GSW,53,5,15.1,1.8,3.8,0.49,0.4,1.4,0.306,1.4,2.4,0.594,0.545,0.6,1.1,0.596,0.5,2.2,2.7,1.9,0.7,0.3,1.1,1.6,4.8
535,Karl-Anthony Towns\townska01,C,26,MIN,48,48,34.3,8.6,16.6,0.521,2.1,5.2,0.406,6.5,11.4,0.574,0.585,4.8,5.9,0.817,2.8,6.7,9.5,4,1,1.2,3.3,3.6,24.3
536,Gary Trent Jr.\trentga02,SG,23,TOR,44,43,34.8,6.6,15.3,0.431,3.2,7.9,0.401,3.5,7.5,0.463,0.534,1.8,2.3,0.818,0.3,2.4,2.7,2,1.9,0.3,1,2.1,18.2
537,P.J. Tucker\tuckepj01,PF,36,MIA,48,47,28.3,3.2,6.3,0.503,1.4,3.1,0.469,1.7,3.2,0.535,0.618,0.7,1,0.723,1.4,4,5.4,2.1,0.9,0.2,1,2.3,8.5
538,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,1,1.3,0.75,0.3,1,1.3,1.3,0.3,0,0,1,2
539,Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1,0.7,2.8,1.3,2.8,12.9
540,Jonas Valančiūnas\valanjo01,C,29,NOP,48,48,31.3,6.9,13.1,0.529,0.9,2.3,0.402,6,10.8,0.556,0.564,3.3,4,0.814,3.4,8.3,11.6,2.6,0.5,0.9,2.5,3.3,18.1
541,Denzel Valentine\valende01,SG,28,TOT,24,0,9.3,1,2.8,0.379,0.8,2,0.404,0.3,0.8,0.316,0.523,0,0,,0.4,1.4,1.8,0.5,0.3,0,0.5,0.8,2.9
541,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1,2.8,0.371,0.8,2,0.409,0.2,0.8,0.278,0.516,0,0,,0.4,1.3,1.7,0.5,0.3,0,0.5,0.8,2.9
541,Denzel Valentine\valende01,SG,28,UTA,2,0,9,1,2,0.5,0.5,1.5,0.333,0.5,0.5,1,0.625,0,0,,0,2,2,0,0.5,0,1,1.5,2.5
542,Jarred Vanderbilt\vandeja01,PF,22,MIN,50,43,26,3,5.1,0.592,0,0.2,0.182,3,4.9,0.611,0.596,1.2,1.8,0.663,3.2,5.8,9,1.4,1.5,0.7,1,2.6,7.3
543,Fred VanVleet\vanvlfr01,PG,27,TOR,48,48,38.6,7.3,17.5,0.418,4,10,0.397,3.3,7.4,0.445,0.532,3,3.4,0.873,0.8,3.8,4.6,7.1,1.7,0.5,2.7,2.4,21.6
544,Devin Vassell\vassede01,SF,21,SAS,47,8,25.4,4.4,10.1,0.432,1.7,5.1,0.345,2.6,5,0.521,0.519,0.9,1.1,0.792,0.6,3.7,4.3,1.5,1,0.6,0.7,2.1,11.4
545,Gabe Vincent\vincega01,PG,25,MIA,46,19,23.9,3.4,7.9,0.431,1.9,4.9,0.392,1.5,2.9,0.496,0.554,0.7,0.9,0.8,0.4,1.6,2,3.3,1,0.2,1.6,2.5,9.4
546,Nikola Vučević\vucevni01,C,31,CHI,48,48,33.7,7.4,15.9,0.466,1.6,4.8,0.329,5.8,11.1,0.525,0.516,1.2,1.6,0.727,2,9.6,11.6,3.6,1,1.2,1.8,2.5,17.5
547,Dean Wade\wadede01,PF,25,CLE,40,22,19.1,1.9,4.2,0.449,1,2.8,0.366,0.9,1.4,0.618,0.572,0.4,0.6,0.609,0.6,2.4,3,1.1,0.6,0.1,0.4,1.6,5.1
548,Franz Wagner\wagnefr01,SF,20,ORL,56,56,32.1,6,12.9,0.464,1.3,3.5,0.359,4.7,9.4,0.503,0.512,2.4,2.9,0.85,1.1,3.5,4.6,3,0.9,0.5,1.6,2.2,15.6
549,Moritz Wagner\wagnemo01,C,24,ORL,45,0,12.5,2.6,5.3,0.5,0.9,2.8,0.331,1.7,2.5,0.684,0.586,1.4,1.8,0.797,0.5,2,2.4,1.1,0.3,0.2,0.7,1.8,7.6
550,Ish Wainright\wainris01,PF,27,PHO,27,0,7.4,0.8,2.1,0.362,0.3,1.1,0.29,0.4,1,0.444,0.44,0.1,0.2,0.4,0.7,0.6,1.3,0.3,0.3,0.1,0.4,1.2,2
551,Kemba Walker\walkeke02,PG,31,NYK,33,33,25.8,4.1,10.1,0.401,2,5.4,0.365,2.1,4.7,0.442,0.499,1.5,1.8,0.817,0.4,2.8,3.2,3.5,0.8,0.2,1.4,1.1,11.6
552,Lonnie Walker IV\walkelo01,SG,23,SAS,50,6,22.7,4,10.4,0.388,1.4,4.8,0.294,2.6,5.7,0.466,0.455,1.5,1.8,0.831,0.2,2.3,2.5,2.3,0.7,0.3,1.1,1.4,11
553,M.J. Walker\walkemj01,SG,23,PHO,2,0,4,0,2,0,0,1,0,0,1,0,0,0,0,,0,0.5,0.5,0.5,1,0,0,0.5,0
554,Derrick Walton\waltode01,PG,26,DET,3,3,36,2,8.7,0.231,1,4.3,0.231,1,4.3,0.231,0.288,1.3,1.3,1,0.7,2.7,3.3,7,2.3,1.3,3.7,2.7,6.3
555,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,0.364,0.2,0.7,0.235,1,2.6,0.4,0.39,1,1.1,0.92,0.3,1.4,1.7,2.4,0.3,0.3,1,2,3.6
555,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,0.361,0.2,0.8,0.235,1,2.5,0.4,0.389,0.9,1,0.909,0.3,1.3,1.6,2.2,0.2,0.3,1,1.9,3.5
555,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27,2,5,0.4,0,0,,2,5,0.4,0.4,3,3,1,0,4,4,7,2,0,0,3,7
556,Duane Washington Jr.\washidu02,PG,21,IND,24,7,21,3.6,9.3,0.384,1.7,4.8,0.348,1.9,4.5,0.422,0.473,0.9,1.1,0.808,0.1,2,2,2,0.5,0,1,1.3,9.7
557,P.J. Washington\washipj01,PF,23,CHO,39,4,24.6,3.5,7.8,0.446,1.8,4.7,0.386,1.7,3.1,0.537,0.562,1.1,1.5,0.729,1.3,4.2,5.5,2,0.7,0.9,1.3,2.5,9.9
558,Yuta Watanabe\watanyu01,SF,27,TOR,23,4,15.3,1.8,4.5,0.398,0.9,2.5,0.351,0.9,2,0.457,0.495,0.6,1.1,0.538,0.6,2.4,3,0.7,0.3,0.4,0.7,1.3,5
559,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,0.286,0.7,3,0.222,0.7,1.7,0.4,0.357,0,0,,0,1.3,1.3,2.3,1.7,0,1.3,1.3,3.3
559,Tremont Waters\watertr01,PG,24,TOR,2,0,21,1.5,6,0.25,1,4.5,0.222,0.5,1.5,0.333,0.333,0,0,,0,2,2,3.5,2,0,2,1,4
559,Tremont Waters\watertr01,PG,24,WAS,1,0,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,1,0,0,2,2
560,Trendon Watford\watfotr01,SF,21,POR,30,0,12.1,1.9,3.2,0.583,0,0.3,0,1.9,2.9,0.651,0.583,0.7,1,0.677,0.8,2.1,2.9,0.9,0.3,0.5,0.7,1.6,4.4
561,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,0.343,0.7,2.9,0.231,0.7,1,0.667,0.429,0.1,0.2,0.5,0.3,2.7,3,0.9,0.3,0.3,0.4,1.1,3.4
562,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,0,6.6,1.2,2,0.6,0,0.2,0,1.2,1.8,0.667,0.6,0.4,0.4,1,0.2,1,1.2,0.4,0.2,0.2,0.6,1.4,2.8
563,Russell Westbrook\westbru01,PG,33,LAL,55,55,34.6,6.9,15.9,0.435,1,3.5,0.298,5.9,12.5,0.473,0.467,3.4,5.1,0.665,1.4,6.5,7.8,7.6,1.1,0.3,4.1,3,18.3
564,Coby White\whiteco01,PG,21,CHI,35,12,27.5,4.7,10.7,0.437,2.1,5.7,0.362,2.6,5,0.523,0.533,1.5,1.8,0.841,0.3,2.5,2.7,2.6,0.5,0.3,1.2,2.2,12.9
565,Derrick White\whitede01,SG,27,SAS,49,48,30.3,5,11.6,0.426,1.7,5.3,0.314,3.3,6.4,0.519,0.497,2.8,3.3,0.869,0.5,3,3.5,5.6,1,0.9,1.8,2.4,14.4
566,Hassan Whiteside\whiteha01,C,32,UTA,43,7,18.3,3.4,5.4,0.627,0,0,,3.4,5.4,0.627,0.627,1.7,2.6,0.655,2.3,5.1,7.4,0.4,0.3,1.5,0.9,3,8.5
567,Joe Wieskamp\wieskjo01,SG,22,SAS,14,0,6.3,0.9,1.9,0.481,0.6,1.3,0.444,0.4,0.6,0.556,0.63,0.2,0.5,0.429,0.1,0.4,0.5,0.3,0.1,0.1,0.1,0.4,2.6
568,Aaron Wiggins\wiggiaa01,SG,23,OKC,31,18,21.9,2.7,5.6,0.486,0.8,2.5,0.329,1.9,3.1,0.615,0.56,1.1,1.5,0.702,0.9,2.6,3.5,1.1,0.7,0.2,0.9,1.8,7.4
569,Andrew Wiggins\wiggian01,SF,26,GSW,50,50,31.6,6.8,14,0.484,2.3,5.5,0.415,4.5,8.5,0.528,0.565,2.2,3.3,0.669,1,3.2,4.2,2.1,1,0.7,1.5,1.9,18
570,Lindell Wigginton\wiggili01,PG,23,MIL,6,0,4.2,1,1,1,0.3,0.3,1,0.7,0.7,1,1.167,0,0,,0,0.2,0.2,0.5,0.3,0.2,0.2,0.5,2.3
571,Brandon Williams\willibr03,PG,22,POR,2,0,6,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,2,3.5,0.571,0,1,1,1,0,0,0,0,4
572,Grant Williams\willigr01,PF,23,BOS,51,13,22.8,2.5,5.1,0.483,1.5,3.4,0.429,1,1.6,0.595,0.627,0.8,0.9,0.896,0.8,2.5,3.3,1.1,0.5,0.7,0.8,2.2,7.2
573,Kenrich Williams\willike04,SF,27,OKC,46,0,21.6,2.9,6.5,0.448,0.9,2.5,0.351,2,4,0.508,0.515,0.5,1,0.523,1.5,2.8,4.4,2.2,0.9,0.2,1,1.6,7.2
574,Lou Williams\willilo02,PG,35,ATL,37,0,14.6,2.4,6.1,0.398,0.8,2.1,0.354,1.7,4,0.422,0.46,1.3,1.5,0.889,0.3,1.3,1.6,2,0.5,0.1,0.8,1,6.9
575,Patrick Williams\willipa01,PF,20,CHI,5,5,25,2.6,4.6,0.565,0.6,1.2,0.5,2,3.4,0.588,0.63,0.8,0.8,1,0.2,2,2.2,0.6,0.6,0.4,0.4,1.8,6.6
576,Robert Williams\williro04,C,24,BOS,45,45,29.7,4.4,5.9,0.737,0,0,0,4.4,5.9,0.74,0.737,1.1,1.6,0.708,3.8,5.6,9.5,2,0.9,2.2,1.2,2.1,9.8
577,Ziaire Williams\willizi02,SF,20,MEM,36,15,21.5,2.9,6.7,0.433,1.1,3.9,0.281,1.8,2.8,0.644,0.515,0.5,0.6,0.864,0.3,1.5,1.8,0.9,0.5,0.2,0.6,1.9,7.4
578,D.J. Wilson\wilsodj01,PF,25,TOR,3,1,16,2.7,3.7,0.727,0,0.7,0,2.7,3,0.889,0.727,2.7,3.3,0.8,0.3,4.3,4.7,1.3,1.7,0.3,0.7,1.7,8
579,Dylan Windler\windldy01,SF,25,CLE,37,0,9.3,0.9,2.1,0.429,0.6,1.5,0.389,0.3,0.6,0.522,0.565,0.2,0.2,0.778,0.4,1.3,1.7,0.7,0.2,0.1,0.4,1,2.5
580,Justise Winslow\winslju01,SF,25,TOT,40,3,14.1,1.9,4.2,0.45,0.2,1,0.171,1.7,3.2,0.539,0.47,0.7,1.1,0.605,0.8,3.1,3.9,1.5,0.7,0.5,1.1,1.3,4.6
580,Justise Winslow\winslju01,SF,25,LAC,37,1,12.9,1.7,3.8,0.447,0.1,0.8,0.172,1.6,3,0.518,0.465,0.7,1.1,0.61,0.8,2.8,3.6,1.4,0.6,0.5,1,1.2,4.2
580,Justise Winslow\winslju01,SF,25,POR,3,2,28.7,4.3,9.3,0.464,0.7,4,0.167,3.7,5.3,0.688,0.5,0.3,0.7,0.5,1,6.3,7.3,2.3,2,1,1.7,1.3,9.7
581,Cassius Winston\winstca01,PG,23,WAS,2,0,3.5,0,1,0,0,1,0,0,0,,0,1,1,1,0,0,0,1,0,0,0.5,0,1
582,Christian Wood\woodch01,C,26,HOU,51,50,31.1,6.5,13.5,0.483,1.9,5,0.374,4.6,8.5,0.546,0.552,2.9,4.7,0.617,1.7,8.5,10.3,2.1,0.8,0.9,1.9,2.5,17.7
583,Robert Woodard II\woodaro01,SF,22,SAC,12,0,3.5,0.2,1.3,0.125,0.1,0.3,0.25,0.1,1,0.083,0.156,0.2,0.2,1,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
584,Delon Wright\wrighde01,SG,29,ATL,49,5,18.2,1.6,3.5,0.439,0.5,1.4,0.388,1,2.2,0.472,0.514,0.7,0.8,0.825,0.7,2,2.7,2.6,1,0.2,0.7,0.7,4.3
585,McKinley Wright IV\wrighmc01,PG,23,MIN,3,0,3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,,0,0,0,0.3,0,0,0.3,0.3,1.7
586,Moses Wright\wrighmo01,PF,23,LAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
587,Thaddeus Young\youngth01,PF,33,SAS,26,1,14.2,2.8,4.9,0.578,0,0.2,0,2.8,4.7,0.602,0.578,0.4,0.8,0.455,1.5,2,3.6,2.3,0.9,0.3,1.2,1.5,6.1
588,Trae Young\youngtr01,PG,23,ATL,49,49,34.5,9.4,20.6,0.458,2.9,7.8,0.379,6.5,12.8,0.506,0.529,6,6.8,0.894,0.6,3.3,3.9,9.3,1,0.1,4.1,1.6,27.8
589,Omer Yurtseven\yurtsom01,C,23,MIA,39,10,14.3,2.6,4.9,0.523,0,0.2,0.143,2.6,4.8,0.538,0.526,0.8,1.3,0.64,1.7,4.3,6,1.1,0.4,0.5,0.9,1.7,6
590,Cody Zeller\zelleco01,C,29,POR,27,0,13.1,1.9,3.3,0.567,0,0.1,0,1.9,3.2,0.593,0.567,1.4,1.8,0.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
591,Ivica Zubac\zubaciv01,C,24,LAC,50,50,23.9,3.6,5.5,0.649,0,0,,3.6,5.5,0.649,0.649,2.3,3.1,0.735,2.6,5.4,8,1.3,0.4,1,1.4,2.5,9.4